Referencia;Descripcion;Familia Padre;Familia;Subfamilia;Stock Fisico;Stock Operativo;Stock Comercial;Mar;Puerto;Despachado
03902;"Batidora Amasadora Cecomixer Merengue 5L 1200 Red";"";"";"";0;0;0;0;0;0
03903;"Batidora Amasadora Cecomixer Merengue 5L 1200 Ice-Cream Red";"";"";"";0;0;0;0;0;0
03904;"Batidora Amasadora Cecomixer Merengue 5L 1200 Blue";"";"";"";0;0;0;0;0;0
03905;"Batidora Amasadora Cecomixer Merengue 5L 1200 Ice-Cream Blue";"";"";"";0;0;0;0;0;0
04019;"Batidora amasadora Cecomixer Compact";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";2325;2324;2324;0;0;0
04308;"Freidora dietética Cecofry Essential Rapid MoonTouch";"PAE Cocina";"Freidoras";"Freidoras sin aceite";189;155;155;0;0;0
02685;"Frigorífico Bolero MiniCooling 4L Habana Black";"GAE";"Frigoríficos";"Frigoríficos retro";398;390;390;0;0;0
05553;"Robot aspirador Conga 4690 Ultra";"Aspiración y Limpieza";"Robots";"Robots aspiradores";102;97;97;0;0;0
05595;"Centro de planchado Fast&Furious 9040 Absolute";"Cuidado de la ropa";"Centros de planchado";"Centros de planchado horizontales";6;5;5;0;0;0
05608;"Deshumidificador BigDry 9000 Professional";"Cuidado del aire";"Tratamiento del aire";"Deshumidificadores";5;3;3;0;0;0
05716;"Hidrolimpiadora HydroBoost 1500";"Aspiración y Limpieza";"Hidrolimpiadoras";"Hidrolimpiadoras a presión";10;6;6;0;0;0
05815;"Ready Warm 3550 Curved Flames Connected";"Cuidado del aire";"Calefacción";"Chimeneas";62;61;61;0;0;0
05851;"Robot aspirador Conga 7290 Eternal Home Genesis";"Aspiración y Limpieza";"Robots";"Robots aspiradores";20;11;11;0;0;0
05885;"ReadyWarm 11000 Space Black";"Cuidado del aire";"Calefacción";"Radiadores de aceite";146;93;93;0;0;0
05953;"Ventilador nebulizador EnergySilence 690 Freshessence";"Cuidado del aire";"Ventilación";"Ventiladores nebulizadores";22;13;13;0;0;0
05997;"Ventilador de techo EnergySilence Aero 4260 SunLight";"Cuidado del aire";"Ventilación";"Ventiladores de techo";7;5;5;0;0;0
04381;"Cecomixer Easy Versatile 5L 1200W Ice-Cream";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
04439;"Cepillo de aire Bamba CeramicCare 10in1 Styler";"Cuidado personal";"Cepillos";"Cepillos de aire";0;0;0;0;0;0
04756;"Termoventilador ReadyWarm Force (Exclusivo Consum)";"Cuidado del aire";"Aspiradores trineo";"Exprimidores eléctricos de brazo";0;0;13204;0;0;0
04983;"Freidora de aire Cecofry Neon 5000";"PAE Cocina";"Freidoras";"Freidoras sin aceite";1366;1366;1366;0;0;0
05321;"Placa radiante de mica Ready Warm 3000 Now";"Cuidado del aire";"Calefacción";"Placa radiante";47;47;47;0;0;0
05322;"Placa radiante de mica Ready Warm 3100 Smart Now";"Cuidado del aire";"Calefacción";"Placa radiante";19;19;19;0;0;0
05361;"Calefactor exterior infrarrojo Ready Warm 8500 Power Aluminium";"Cuidado del aire";"Calefacción";"Calefactores de exterior";1;1;1;0;0;0
05367;"Chimenea electrica decorativa de pared Ready Warm 3500 Curved Flames";"Cuidado del aire";"Calefacción";"Chimeneas";4;-8;-8;0;0;0
05378;"Calefactor cerámico Ready Warm 6600 Ceramic Style Smart";"Cuidado del aire";"Calefacción";"Calefactores cerámicos de sobremesa";15;3;3;0;0;0
05967;"Ventilador de techo EnergySilence Aero 3600 Vision Mint";"Cuidado del aire";"Ventilación";"Ventiladores de techo";30;30;30;0;0;0
02326;"Lavadora Bolero DressCode 8600 Inverter";"GAE";"Lavadoras y secadoras";"Lavadoras de carga frontal";0;0;0;0;0;0
02447;"Congelador Bolero CoolMarket Chest 99 white E";"GAE";"Congeladores";"Congeladores horizontales";4;0;0;0;0;0
04071;"Pack de 2 rollos 20 x 600";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";2810;2802;2802;0;0;0
05832;"Ready Warm 2700 Design Flames White";"Cuidado del aire";"Calefacción";"Chimeneas";35;29;29;0;0;0
03087;"Plancha de asar Tasty&Grill 3000 BlackWater";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";2382;2374;2374;0;0;0
05892;"ReadyWarm 800 Thermal Black";"Cuidado del aire";"Calefacción";"Emisores térmicos";415;415;415;0;0;0
05894;"ReadyWarm 1800 Thermal Black";"Cuidado del aire";"Calefacción";"Emisores térmicos";30;24;24;0;0;0
03049;"Barbacoa PerfectSteak 4250 Stand";"PAE Cocina";"Barbacoas";"Barbacoas eléctricas";4057;4050;4050;0;0;0
05934;"Ventilador industrial EnergySilence 4100 Pro";"Cuidado del aire";"Ventilación";"Ventiladores industriales";0;0;0;0;0;0
04213;"Plancha de pelo titanio Bamba RitualCare 890 Titanium";"Cuidado personal";"Planchas de pelo";"Planchas de pelo estrechas con cable";378;354;354;0;0;0
05966;"Ventilador de techo EnergySilence Aero 3600 Vision Orange";"Cuidado del aire";"Ventilación";"Ventiladores de techo";1072;1072;1072;0;0;0
05720;"Hidrolimpiadora HydroBoost 2500 Home&Car";"Aspiración y Limpieza";"Hidrolimpiadoras";"Hidrolimpiadoras a presión";72;72;72;0;0;0
08039;"Tostadora vertical RetroVision";"PAE Cocina";"Tostadores";"Tostadores verticales";0;0;0;0;0;0
08040;"Tostadora vertical RetroVision X";"PAE Cocina";"Tostadores";"Tostadores verticales";0;0;0;0;0;0
08041;"Tostadora vertical RetroVision M";"PAE Cocina";"Tostadores";"Tostadores verticales";0;0;0;0;0;0
08043;"Tostadora vertical RetroVision T";"PAE Cocina";"Tostadores";"Tostadores verticales";0;0;0;0;0;0
08133;"Conga 5000 Mattress Liberty ";"Aspiración y Limpieza";"Aspiradores de mano";"Aspiradores de colchones";0;0;0;0;0;0
08250;"Termoventilador ReadyWarm 2000 Max Horizon";"Cuidado del aire";"Tratamiento del aire";"Termoventiladores";0;0;0;0;0;0
08251;"Termoventilador ReadyWarm 2000 Max Dual";"Cuidado del aire";"Tratamiento del aire";"Termoventiladores";0;0;0;0;0;0
08253;"Termoventilador ReadyWarm 2050 Max Force";"Cuidado del aire";"Tratamiento del aire";"Termoventiladores";0;0;0;0;0;0
08255;"Termoventilador ReadyWarm 2050 Max Horizon";"Cuidado del aire";"Tratamiento del aire";"Termoventiladores";0;0;0;0;0;0
08256;"Termoventilador ReadyWarm 2050 Max Force Rotate";"Cuidado del aire";"Tratamiento del aire";"Termoventiladores";0;0;0;0;0;0
08258;"Termoventilador ReadyWarm 2000 Max Dual White";"Movilidad";"Bebés";"Panificadoras";0;0;0;0;0;0
08387;"Aspirador Vertical CONGA ROCKSTAR DEEPCLEAN JALISCO";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales batería";0;0;0;0;0;0
08576;"Aspirador de trineo Conga Rockstar Powerbag";"Aspiración y Limpieza";"Aspiradores trineo";"Aspiradores trineo sin bolsa";0;0;0;0;0;0
09321;"Hidrolimpiadora HydroBoost 1400 Car&Bike (Exclusivo Eroski)";"Gama Marrón";"Toppers";"Sartenes";0;0;0;0;0;0
04105;"JARRA ACERO INOX MAMBO";"Repuesto";"Repuesto";"Repuesto";1324;1324;1324;0;0;0
02609;"TV V1Z+ series VQU11065Z+S";"Gama Marrón";"Televisores";"Televisores QLED";66;61;61;0;0;6
02619;"TV A2 series ALU20065S";"Gama Marrón";"Televisores";"Televisores LED";117;115;115;0;0;0
06197;"Colchón Flow HybridLuxe Fresh 6900 90x190";"Descanso";"Descanso";"Descanso";119;112;112;0;0;0
06631;"Colchón Flow HybridLuxe Fresh 6900 90x200";"Descanso";"Descanso";"Descanso";46;37;37;0;0;0
07485;"Colchón Flow 6900 Hybrid 180x200";"Descanso";"Descanso";"Descanso";9;3;3;0;0;4
