Referencia;Descripcion;Familia Padre;Familia;Subfamilia;Stock Fisico;Stock Operativo;Stock Comercial;Mar;Puerto;Despachado
05099;"Mopas para Congas WinDroid Excellence/Excellence 970";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
02238;"Horno de sobremesa Bake&Toast 2800 White";"PAE Cocina";"Hornos eléctricos";"Hornos de sobremesa";356;350;350;0;0;0
03048;"Barbacoa PerfectSteak 4200 Way";"PAE Cocina";"Barbacoas";"Barbacoas eléctricas";4176;4164;4164;0;0;0
03090;"Raclette Cheese&Grill 8200 Wood Black";"PAE Cocina";"Fun Cooking";"Raclettes";709;709;709;0;0;1040
04097;"Báscula de cocina Cook Control 8000";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";11;-1;-1;0;0;0
05114;"Plancha smoothforce 2000 smart";"Cuidado de la ropa";"Planchas";"Planchas verticales";4;1;1;0;0;0
04219;"Cortapelos a batería Bamba PrecisionCare Wet&Dry";"Cuidado personal";"Cortapelos";"Cortapelos con batería";18;-23;-23;0;0;0
05520;"Plancha vertical Fast&Furious 4060 Ultra";"Cuidado de la ropa";"Planchas";"Planchas verticales";0;-1;-1;0;0;0
03035;"steel&toast 2S";"PAE Cocina";"Tostadores";"Tostadores verticales";2;2;2;0;0;0
08110;"Aspirador de sólidos y líquidos Conga Wet&Dry T";"Aspiración y Limpieza";"Aspiradores trineo";"Aspiradores Wet&Dry";2000;1979;1979;0;0;0
01616;"Cafetera moka de aluminio Cumbia Mimoka 300 Shiny";"PAE Cocina";"Cafeteras";"Cafeteras italianas";0;0;0;0;0;0
01608;"Cafetera moka Cumbia Mimoka 300 Garnet";"PAE Cocina";"Cafeteras";"Cafeteras italianas";34;34;34;0;0;0
06163;"Colchón Flow PureVital 2900 80x190";"Descanso";"Descanso";"Descanso";85;85;85;0;0;108
05669;"Plancha horizontal Fast&Furious Absolute (Exclusivo Consum)";"Cuidado de la ropa";"Planchas";"Planchas horizontales";16;-94;-94;0;0;0
02394;"Congelador Bolero CoolMarket Chest 142 white";"GAE";"Congeladores";"Congeladores horizontales";155;150;150;0;0;214
04207;"Secador de viaje básico Bamba IoniCare 5400 Power&Go Black";"Cuidado personal";"Secadores de pelo";"Secadores de pelo DC";44;6;6;0;0;0
07972;"Colchón Flow 7900 Hybrid 100x200";"Descanso";"Descanso";"Descanso";5;5;5;0;0;9
07888;"Colchón Flow PureVital 4900 80x200";"Descanso";"Descanso";"Descanso";8;7;7;0;0;1
03400;"Placha de pelo Bamba Ritualcare 950 Wet&Dry Max Care";"Cuidado personal";"Planchas de pelo";"Planchas de pelo anchas con cable";2303;2302;2302;0;0;0
04202;"Secador AC Bamba IoniCare 5300 Maxi Aura";"Cuidado personal";"Secadores de pelo";"Secadores de pelo AC";30;29;29;0;0;0
04302;"Freidora con aceite Cleanfry Luxury 4000";"PAE Cocina";"Freidoras";"Freidoras con aceite";1329;1327;1327;0;0;0
07550;"Cecotec Colchón Viscoelástico ViscoSense Flow PureVital 5900 Medida 135x190. Multicapa";"Descanso";"Descanso";"Descanso";27;17;17;0;0;91
03072;"Freidora CleanFry Infinity 3000 Black";"PAE Cocina";"Freidoras";"Freidoras con aceite";0;0;0;0;0;0
08381;"Aspirador de mano CONGA ROCKSTAR MICRO+";"Aspiración y Limpieza";"Aspiradores de mano";"Aspiradores de mano BLDC";1323;-7373;-7373;0;0;0
03201;"Sandwichera  Rock n Toast Family Grill";"PAE Cocina";"Sandwicheras";"Sandwicheras";61;31;31;0;0;0
03060;"Parrilla eléctrica Rockn grill 1500 Take&Clean";"PAE Cocina";"Parillas eléctricas";"Parillas eléctricas";0;0;0;0;0;0
03029;"Tostadora Toast&Taste 2L";"PAE Cocina";"Tostadores";"Tostadores verticales";4;-4;-4;0;0;0
04239;"Secador Bamba IoniCare 5250 EasyCollect Pro";"Cuidado personal";"Secadores de pelo";"Secadores de pelo DC";5;-19;-19;0;0;0
02248;"Horno de sobremesa Bake&Toast 4500 White Gyro";"PAE Cocina";"Hornos eléctricos";"Hornos de sobremesa";0;-2;-2;0;0;0
02278;"My master mix&go";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
07166;"Bicicleta extreme 25 KG X";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";55;55;55;0;0;0
08593;"Robot aspirador Conga 7490 Eternal Home Genesis";"Aspiración y Limpieza";"Robots";"Robots aspiradores";239;-8440;-8440;0;0;0
02299;"Vinoteca Bolero GrandSommelier Duo 77000 Black";"GAE";"Vinotecas";"Vinotecas";0;0;0;0;0;0
04203;"Secador AC Bamba IoniCare 5300 Maxi Aura Black";"Cuidado personal";"Secadores de pelo";"Secadores de pelo AC";413;-993;-993;0;0;0
04995;"Accesorios freidora sin aceite Cecofry Pack Accessories";"PAE Cocina";"Freidoras";"Freidoras sin aceite";14444;14094;14094;0;0;7696
04285;"Cepillo alisador Bamba InstantCare 800 Travel Brush";"Cuidado personal";"Cepillos";"Cepillos alisadores";3;-17;-17;0;0;400
02463;"Frigorífico Bolero CoolMarket FD 510 WD Inox E";"GAE";"Frigoríficos";"Frigoríficos puerta francesa";0;0;0;0;0;0
04220;"Barbero Multigrooming Bamba PrecisionCare Multigrooming Pro";"Cuidado personal";"Cortapelos";"Cortapelos con batería";2;-28;-28;0;0;0
02334;"Lavadora Bolero DressCode 10400 Inverter";"GAE";"Lavadoras y secadoras";"Lavadoras de carga frontal";5;4;4;0;0;0
02329;"Lavadora Bolero DressCode 9400 Inverter";"GAE";"Lavadoras y secadoras";"Lavadoras de carga frontal";2;2;2;0;0;0
02430;"Frigorífico Bolero CoolMarket 322 Dark E";"GAE";"Frigoríficos";"Frigoríficos combi";78;78;78;0;0;0
01479;"Hervidor de agua ThermoSense 400 Black Woody";"PAE Cocina";"Hervidores de agua";"Hervidores de agua";2;1;1;0;0;0
07863;"ALMOHADA FLOW PUREADAPT 135 CM";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";665;665;665;0;0;0
05634;"Difusor de aroma PureAroma 500 Smart Sand";"Cuidado del aire";"Tratamiento del aire";"Humidificadores";3;3;3;0;0;0
01185;"Utensilios de Cocina Polka Exclusive Wood & Rock";"Menaje";"Utensilios de cocina";"Utensilios de cocina";1;1;1;0;0;0
03028;"toast&taste 1L";"PAE Cocina";"Tostadores";"Tostadores verticales";0;0;0;0;0;0
03155;"Sartén Polka Exclusive 22 Bucket Wood&Rock";"Menaje";"Sartenes y Ollas";"Sartenes";34;34;34;0;0;0
05950;"Ventilador de techo EnergySilence Aero 590";"Cuidado del aire";"Ventilación";"Ventiladores de techo";1373;1371;1371;0;0;200
05925;"Ventilador de torre EnergySilence 9090 Skyline";"Cuidado del aire";"Ventilación";"Ventiladores de torre";0;0;0;0;0;0
05970;"EnergySilence 7050 SkyLine Control";"Cuidado del aire";"Ventilación";"Ventiladores de torre";10;10;10;0;0;0
05642;"Difusor de aroma PureAroma 550 Connected Sand";"Cuidado del aire";"Tratamiento del aire";"Humidificadores";1;1;1;0;0;0
03148;"Cazo Polka Exclusive 16 Pot Wood&Rock";"Menaje";"Sartenes y Ollas";"Ollas y cazos";1;1;1;0;0;0
05569;"Aspirador de colchones Conga Rockstar 3000 Mattress";"Aspiración y Limpieza";"Aspiradores de mano";"Aspiradores de colchones";1166;-4489;-4489;0;0;0
01129;"Grill Polka Fantasy 28 Grill Silver";"Menaje";"Sartenes y Ollas";"Grills";726;726;726;0;0;318
02209;"Horno de sobremesa Bake&Toast 790 Gyro";"PAE Cocina";"Hornos eléctricos";"Hornos de sobremesa";0;0;0;0;0;0
05229;"Ventilador nebulizador ForceSilence 790 FreshEssence Ionic";"Cuidado del aire";"Ventilación";"Ventiladores nebulizadores";0;-2;-2;0;0;0
02208;"Horno de sobremesa Bake&Toast 690 Gyro";"PAE Cocina";"Hornos eléctricos";"Hornos de sobremesa";6;6;6;0;0;0
05979;"Ventilador de techo EnergySilence Aero 5250 Black Design";"Cuidado del aire";"Ventilación";"Ventiladores de techo";0;0;0;0;0;0
08016;"Placa de inducción Full Crystal Sky (Color Azul)";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
04242;"Secador de pelo Bamba IoniCare 5320 Flashlook Black";"Cuidado personal";"Secadores de pelo";"Secadores de pelo AC";0;-48;-48;0;0;0
03184;"SOPLETE DE COCINA FLAME-COOK 1000 STEEL";"Menaje";"Sopletes";"Sopletes";6921;6911;6911;0;0;0
08015;"Placa de inducción Full Crystal Diamond (Color Blanco)";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";2;2;2;0;0;0
01395;"Microondas encastrable GrandHeat 2590 Built-In Steel Black";"PAE Cocina";"Microondas";"Microondas encastrables con plato";7;4;4;0;0;0
05217;"Force Silence 590 Freshessence";"Cuidado del aire";"Ventilación";"Ventiladores nebulizadores";0;0;0;0;0;0
05445;"Aspirador de mano Conga Immortal ExtremeSuction 7,4 V Hand";"Aspiración y Limpieza";"Aspiradores de mano";"Aspiradores de mano";2845;2802;2802;0;0;0
05583;"Tabla de planchar StrongBoard 400 Borneo";"Cuidado de la ropa";"Accesorios de planchado";"Tablas de planchar";99;47;47;0;0;0
01023;"Set 6 cuchillos swiss blanco";"Menaje";"Cuchillos";"Cuchillos";4490;4490;4490;0;0;0
04323;"Freidora sin aceite Cecofry 900 White";"PAE Cocina";"Freidoras";"Freidoras sin aceite";39;39;39;0;0;0
02226;"Horno de sobremesa Bake&Toast 2400 Black";"PAE Cocina";"Hornos eléctricos";"Hornos de sobremesa";85;85;85;0;0;0
08009;"Crepera Fun Crepestone";"PAE Cocina";"Fun Cooking";"Creperas";4372;3892;3892;0;0;0
04309;"Sandwichera RocknToast 4in1";"PAE Cocina";"Sandwicheras";"Sandwicheras";4872;4866;4866;0;0;0
01589;"Cafetera express Cumbia Power Espresso 20 Barista Cream";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";2;0;0;0;0;0
08123;"Aspirador de colchones Conga Rockstar 7000 Mattress";"Aspiración y Limpieza";"Aspiradores de mano";"Aspiradores de colchones";2345;-5830;-5830;0;0;1000
02031;"Olla de cocción lenta ChupChup Matic";"PAE Cocina";"Ollas";"Ollas de cocción lenta";2781;2768;2768;0;0;0
05993;"Ventilador de techo EnergySilence Aero 4280 Invisible Black";"Cuidado del aire";"Ventilación";"Ventiladores de techo";2;0;0;0;0;400
01679;"Microondas 20l con grill Grandheat 3110";"PAE Cocina";"Microondas";"Microondas con grill";2525;2502;2502;0;0;0
04430;"Depiladora IPL Bamba SkinCare IPL Gun";"Cuidado personal";"Depiladoras";"Depiladoras IPL";2699;2698;2698;0;0;0
01389;"Microondas encastrable GrandHeat 2350 Built-In Steel Black";"PAE Cocina";"Microondas";"Microondas encastrables con plato";254;247;247;0;0;0
07605;"Colchón Flow PureVital 8990 150x200";"Descanso";"Descanso";"Descanso";46;46;46;0;0;65
01506;"Cafetera Power Instant-ccino 20";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";1231;1230;1230;0;0;0
04317;"Pack de boquillas ortodoncia para irrigadores Bamba ToothCare 1100 Jet Liberty (Consumible)";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
08146;"Conga 2499 Ultra X-Treme";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;-6;-6;0;0;2476
02321;"Lavadora Bolero DressCode 8200";"GAE";"Lavadoras y secadoras";"Lavadoras de carga frontal";1;0;0;0;0;0
V0100;"7427020038968-Horno EVVO H3";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";1;0;0;0;0;0
04133;"Robot de cocina Mambo Cecotec 10090";"PAE Cocina";"Robots multifunción";"Robots multifunción";126;125;125;0;0;0
04316;"Pack completo de boquillas para irrigadores Bamba ToothCare 1100 Jet Liberty (Consumible)";"Pack";"Pack";"Pack";0;0;0;0;0;0
70026;"Batería 20V 4000 mAh compatible herramientas CecoRaptor (Consumible)";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
03126;"Set de Sartenes Polka Experience20-24-28 Bucket Set Titan";"Menaje";"Sartenes y Ollas";"Set de sartenes";15;12;12;0;0;0
05976;"Ventilador de techo EnergySilence Aero 5200 White Design";"Cuidado del aire";"Ventilación";"Ventiladores de techo";879;879;879;0;0;0
03622;"TV QLED V3+ series VQU30098+";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";44;44;44;0;0;82
07335;"Patinete eléctrico Bongo Y65";"Movilidad";"Patinetes eléctricos";"Patinetes eléctricos";446;446;446;0;0;0
05495;"Aspirador escoba digital Conga RockStar 200 Elite";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";54;53;53;0;0;0
07320;"Ciclomotor eléctrico Makalu 2 Pro";"Movilidad";"Motocicletas eléctricas";"Ciclomotores eléctricos";191;189;189;0;0;0
07862;"ALMOHADA FLOW PUREADAPT 90 CM";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";809;809;809;0;0;0
02716;"Vinoteca Bolero GrandSommelier 34030 Inox Compressor";"GAE";"Vinotecas";"Vinotecas";219;219;219;0;0;0
07345;"Casco BrainGuard Urban Black L-XL";"Movilidad";"";"";490;489;489;0;0;0
07305;"Patinete eléctrico Bongo Serie S+ Max Unlimited";"Movilidad";"Patinetes eléctricos";"Patinetes eléctricos";20;-8;-8;0;0;0
07316;"Patinete eléctrico Bongo Serie Z Power";"Movilidad";"Patinetes eléctricos";"Patinetes eléctricos";85;84;84;0;0;0
05644;"Difusor de aroma PureAroma 550 Connected Sky";"Cuidado del aire";"Tratamiento del aire";"Humidificadores";766;764;764;0;0;0
05667;"Robot aspirador Conga Animal (Exclusivo Consum)";"Aspiración y Limpieza";"Robots";"Robots aspiradores";176;107;157;0;0;0
02684;"Frigorífico Bolero MiniCooling 4L Habana Light Blue";"GAE";"Frigoríficos";"Frigoríficos retro";606;603;603;0;0;0
07123;"Cinta de andar DrumFit WayHome 600 Pad";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";-62;-66;-66;0;0;0
05429;"Robot aspirador Conga 2090 Vision";"Aspiración y Limpieza";"Robots";"Robots aspiradores";574;572;572;0;0;0
04342;"Robot de cocina Mambo 11090 Habana";"PAE Cocina";"Robots multifunción";"Robots multifunción";2033;2032;2032;0;0;0
04330;"Rizador de pelo Bamba SurfCare Curly (Exclusivo Consum)";"Cuidado personal";"Rizadores de pelo";"Rizadores de pelo manuales cable";12644;54;12638;0;0;0
01516;"ThermoSense 170";"PAE Cocina";"Hervidores de agua";"Hervidores de agua";127;10;10;0;0;2556
07603;"Colchón Flow PureVital 8990 135x190";"Descanso";"Descanso";"Descanso";98;98;98;0;0;90
07171;"Bicicleta estática DrumFit Cycle 6000 Pegasus X";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";33;31;31;0;0;0
02396;"Congelador Bolero CoolMarket TF 90 white";"GAE";"Congeladores";"Congeladores verticales";31;21;21;0;0;0
01653;"Cafetera espresso Cafelizzia 790 Black Pro";"PAE Cocina";"Cafeteras";"Cafeteras express";1692;1663;1663;0;0;0
05816;"Ready Warm 4000 Thermal Ceramic Connected";"Cuidado del aire";"Calefacción";"Emisores térmicos";153;142;142;0;0;0
04063;"Batidora de mano powerfull titanium 1000 pro";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;-7;-7;0;0;0
03182;"Barbacoa Eléctrica PerfectRoast 3000 Inox";"PAE Cocina";"Barbacoas";"Barbacoas eléctricas";2499;2392;2392;0;0;0
05752;"Aspirador vertical digital Conga Rockstar 880 Advance";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales BLDC";15;14;14;0;0;0
07454;"Cecotec Colchón Viscoelástico Flow ViscoCare 1900 90x190cm.Multicapa";"Descanso";"Descanso";"Descanso";457;457;457;0;0;153
01596;"Cafetera espresso Cumbia Capricciosa Black";"PAE Cocina";"Cafeteras";"Cafeteras express";0;0;0;0;0;0
02030;"Olla de cocción lenta ChupChup";"PAE Cocina";"Ollas";"Ollas de cocción lenta";1563;1561;1561;0;0;0
03210;"Tostador Vertical Toast&Taste 800 Vintage Light Yellow";"PAE Cocina";"Tostadores";"Tostadores verticales";611;606;606;0;0;0
05285;"Humidificador Pure Aroma 150 Yin";"Cuidado del aire";"Tratamiento del aire";"Humidificadores";9078;8680;8980;0;0;0
02627;"TV LED A3 series ALH30075S";"Gama Marrón";"Televisores";"Televisores LED";168;168;168;0;0;0
02629;"TV QLED V2 series VQU20075";"Gama Marrón";"Televisores";"Televisores QLED";168;168;168;0;0;0
03624;"TV QLED V2 series VQU20075S";"Gama Marrón";"Televisores";"Televisores QLED";104;104;104;0;0;103
03620;"TV QLED V3+ series VQU30075+";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";140;140;140;0;0;0
03625;"TV QLED V3+ series VQU30075+S";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
03621;"TV QLED V3+ series VQU30085+";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";162;162;162;0;0;0
03626;"TV QLED V3+ series VQU30085+S";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";54;54;54;0;0;0
03627;"TV QLED V3+ series VQU30098+S";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;50
V0034;"7427020038579-Secadora EVVO S4.8e";"GAE";"Lavadoras y secadoras";"Secadoras";33;33;33;0;0;0
04178;"Espiralizador SpiralChef 400";"PAE Cocina";"Espirilizadores";"Espirilizadores";3325;3325;3325;0;0;0
L4899;"SS23PE01-L-Camiseta Volantes";"Ropa";"Ropa";"Ropa";10;10;10;0;0;0
01379;"Microondas encastrable GrandHeat 2000 Built-In Steel";"PAE Cocina";"Microondas";"Microondas encastrables con plato";0;0;0;0;0;0
L5005;"SS23PL13-Shopper Nailon";"Ropa";"Ropa";"Ropa";12;9;9;0;0;0
01600;"Cafetera moka Cumbia Mimoka 300 Beige";"PAE Cocina";"Cafeteras";"Cafeteras italianas";0;0;0;0;0;0
01603;"Cafetera moka Cumbia Mimoka 1200 Beige";"PAE Cocina";"Cafeteras";"Cafeteras italianas";1;1;1;0;0;0
01611;"Cafetera moka Cumbia Mimoka 1200 Garnet";"PAE Cocina";"Cafeteras";"Cafeteras italianas";0;0;0;0;0;0
01617;"Cafetera moka de aluminio Cumbia Mimoka 600 Shiny";"PAE Cocina";"Cafeteras";"Cafeteras italianas";2;2;2;0;0;0
01618;"Cafetera moka de aluminio Cumbia Mimoka 900 Shiny";"PAE Cocina";"Cafeteras";"Cafeteras italianas";0;0;0;0;0;0
01620;"Cafetera moka de acero inoxidable Cumbia Moking 200";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;-10;-10;0;0;0
01622;"Cafetera moka de acero inoxidable Cumbia Moking 600";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";12;-18;-18;0;0;0
01641;"Cafetera Megautomática Power Matic-ccino 7000 Serie Bianca S";"PAE Cocina";"Cafeteras";"Cafeteras superautomáticas";0;0;0;0;0;0
02380;"Lavadora carga superior Bolero DressCode Top 80 Inverter";"GAE";"Lavadoras y secadoras";"Lavadoras de carga superior";210;209;209;0;0;0
07872;"ALMOHADA FLOW LUXURY 70 CM";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";128;128;128;0;0;0
02406;"Vinoteca Bolero GrandSommelier 820 CoolCrystal";"GAE";"Vinotecas";"Vinotecas";831;819;819;0;0;0
02228;"Panificadora Bread&Co 1000 Delicious";"PAE Cocina";"Panificadoras";"Panificadoras";3;3;3;0;0;0
02253;"Horno de sobremesa Bake&Toast 6000 White Gyro";"PAE Cocina";"Hornos eléctricos";"Hornos de sobremesa";0;0;0;0;0;0
03436;"Cepillo alisador Bamba InstantCare 400 Travel Brush";"Cuidado personal";"Cepillos";"Cepillos alisadores";4036;4036;4036;0;0;0
02332;"Lavadora Bolero DressCode 10200 Inverter";"GAE";"Lavadoras y secadoras";"Lavadoras de carga frontal";4;4;4;0;0;0
02347;"Lavadora Bolero DressCode 1500 Autodosis Dark";"GAE";"Lavadoras y secadoras";"Lavadoras autodosis";0;0;0;0;0;0
L5015;"SS23PN03-XS-Blusa lencera";"Ropa";"Ropa";"Ropa";2;2;2;0;0;0
02366;"Lavavajillas Bolero Aguazero";"GAE";"Lavavajillas";"Lavavajillas 60 CM";3;3;3;0;0;0
02367;"Lavavajillas Bolero Aguazero 6400 inox";"GAE";"Lavavajillas";"Lavavajillas 60 CM";0;0;0;0;0;0
02370;"Lavavajillas Bolero Aguazero 6600 inox";"GAE";"Lavavajillas";"Lavavajillas 60 CM";15;15;15;0;0;0
02374;"Frigorifico Bolero CoolMarket TT 90 Black";"GAE";"Frigoríficos";"Mini frigoríficos";0;0;0;0;0;0
02386;"Frigorifico Bolero CoolMarket SBS 559 inox";"GAE";"Frigoríficos";"Frigoríficos americanos";0;0;0;0;0;0
02392;"Congelador Bolero CoolMarket UF 380 inox";"GAE";"Congeladores";"Congeladores verticales";1;1;1;0;0;0
02432;"Frigorífico Bolero CoolMarket Combi 322 Glass Black E";"GAE";"Frigoríficos";"Frigoríficos combi";0;0;0;0;0;0
02433;"Frigorífico Bolero CoolMarket Combi 250 White D";"GAE";"Frigoríficos";"Frigoríficos combi";5;2;2;0;0;0
02434;"Frigorífico Bolero CoolMarket Combi 250 Inox D";"GAE";"Frigoríficos";"Frigoríficos combi";0;0;0;0;0;0
02458;"Frigorífico Bolero CoolMarket 4D 564 Inox E";"GAE";"Frigoríficos";"Frigoríficos 4 puertas";20;20;20;0;0;0
02459;"Frigorífico Bolero CoolMarket 4D 564 Dark E";"GAE";"Frigoríficos";"Frigoríficos 4 puertas";-1;-1;-1;0;0;0
02460;"Frigorífico Bolero CoolMarket 4D 564 Glass E";"GAE";"Frigoríficos";"Frigoríficos 4 puertas";6;5;5;0;0;0
02461;"Frigorífico Bolero CoolMarket FD 510 Inox E";"GAE";"Frigoríficos";"Frigoríficos puerta francesa";6;4;4;0;0;0
L5228;"SS23RO18-Bandolera";"Ropa";"Ropa";"Ropa";16;16;16;0;0;0
02471;"Lavadora Bolero DressCode 10500 Inverter Steel C";"GAE";"Lavadoras y secadoras";"Lavadoras de carga frontal";0;0;0;0;0;0
02501;"Placa Bolero Squad I 2000";"GAE";"Placas de inducción";"Placa de inducción portátil";0;0;0;0;0;0
02504;"Placa Bolero Squad I 2000 brige";"GAE";"Placas de inducción";"Placa de inducción portátil";146;136;136;0;0;0
02560;"TV Cecotec A1 series ALU10043";"Gama Marrón";"Televisores";"Televisores LED";2;2;2;0;0;0
02562;"TV Cecotec A1 series ALU10055";"Gama Marrón";"Televisores";"Televisores LED";1;1;1;0;0;0
04280;"Molinillo eléctrico InstantMill Press";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";45;19;19;0;0;0
02585;"TV Cecotec A series ALH00032N";"Gama Marrón";"Televisores";"Televisores LED";8;8;8;0;0;0
02591;"TV A series ALH00032NS";"Gama Marrón";"Televisores";"Televisores LED";5;5;5;0;0;0
02604;"TV V1 series VQU10043S";"Gama Marrón";"Televisores";"Televisores QLED";12;12;12;0;0;0
05376;"Emisor térmico Ready Warm 2500 Thermal Connected";"Cuidado del aire";"Calefacción";"Emisores térmicos";69;69;69;0;0;0
03027;"Toast&taste 2S";"PAE Cocina";"Tostadores";"Tostadores verticales";2;2;2;0;0;0
03031;"Freidora CleanFry 1,5l";"PAE Cocina";"Freidoras";"Freidoras con aceite";1;0;0;0;0;0
03039;"Cecofry Compact Rapid Black";"PAE Cocina";"Freidoras";"Freidoras sin aceite";0;0;0;0;0;0
03070;"Freidora CleanFry Infinity 1500";"PAE Cocina";"Freidoras";"Freidoras con aceite";0;0;0;0;0;0
L4403;"SS23CR01-M-Camiseta Volantes";"Ropa";"Ropa";"Ropa";15;15;15;0;0;0
03109;"Tostador vertical digital ClassicToast 15000 Beige Extra Double";"PAE Cocina";"Tostadores";"Tostadores verticales";15;-45;-45;0;0;0
03135;"Olla Polka Excellence 24 Pot Force";"Menaje";"Sartenes y Ollas";"Ollas y cazos";0;-1;-1;0;0;0
L4770;"SS23MT06-S-Falda midi";"Ropa";"Ropa";"Ropa";8;8;8;0;0;0
03153;"Sartén Polka Exclusive 18 Bucket Wood&Rock";"Menaje";"Sartenes y Ollas";"Sartenes";1;1;1;0;0;0
03212;"Tostador Vertical Toast&Taste 800 Vintage Light Beige";"PAE Cocina";"Tostadores";"Tostadores verticales";0;0;0;0;0;0
03313;"Freidora de aire Cecofry Compact 2000 Touch";"PAE Cocina";"Freidoras";"Freidoras sin aceite";2;0;0;0;0;0
03341;"Accesorios freidora sin aceite Cecofry Silicone Pack Accessories";"Cuidado de la ropa";"";"Cuchillos";0;0;0;0;0;0
L5088;"SS23PN22-S-Blusa lencera";"Ropa";"Ropa";"Ropa";0;0;0;0;0;0
07015;"Cinta de correr Extreme Track Vibrator";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
04117;"Envasadora al vacío FoodCare SealVac 600 Easy";"PAE Cocina";"Envasadoras al vacio";"Envasadoras al vacio";1;-15;-15;0;0;0
04208;"Secador de viaje pro Bamba IoniCare 5450 Power&Go Pro Ice";"Cuidado personal";"Secadores de pelo";"Secadores de pelo DC";0;-3;-3;0;0;0
04210;"Secador de diseño Bamba IoniCare 5500 PowerStyle";"Cuidado personal";"Secadores de pelo";"Secadores de pelo AC";4;4;4;0;0;0
04243;"Lima de pies Bamba SkinCare Pure";"Cuidado personal";"Cuidado de pies y manos";"Pedicura";1;-26;-26;0;0;0
04245;"Depiladora IPL Bamba SkinCare IPL Quartz";"Cuidado personal";"Depiladoras";"Depiladoras IPL";0;-5;-5;0;0;0
L4768;"SS23MT06-L-Falda midi";"Ropa";"Ropa";"Ropa";8;8;8;0;0;0
03208;"Tostador Vertical Toast&Taste 800 Vintage Light Blue";"PAE Cocina";"Tostadores";"Tostadores verticales";1291;1291;1291;0;0;0
04310;"Batidora de vaso Power Black Titanium 1800 Go";"PAE Cocina";"Batidoras";"Batidoras de vaso";0;0;0;0;0;0
04311;"Freidora de aceite CleanFry 3000 Dark";"PAE Cocina";"Freidoras";"Freidoras con aceite";0;0;0;0;0;0
L5152;"SS23PY11-Bolso Bandolera";"Ropa";"Ropa";"Ropa";13;12;12;0;0;0
L4696;"SS23MH18-Mochila pequeña";"Ropa";"Ropa";"Ropa";8;8;8;0;0;0
05697;"Robot aspirador Conga 2290 Absolute";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;-1;-1;0;0;0
04600;"Báscula de baño Surface Precision 9350 Healthy Rose";"Cuidado personal";"Básculas";"Básculas de baño sin APP";0;-12;-12;0;0;0
05201;"Force Silence 500";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;0;0;0;0;0
05202;"Force Silence 510";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;0;0;0;0;0
05206;"Ventilador de pie ForceSilence 540 Smart";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;0;0;0;0;0
05213;"Ventilador de sobremesa ForceSilence 560 Woodesk";"Cuidado del aire";"Ventilación";"Ventiladores de sobremesa";9;9;9;0;0;0
05220;"Ventilador de torre ForceSilence 890 Skyline";"Cuidado del aire";"Ventilación";"Ventiladores de torre";0;0;0;0;0;0
